Centre-Val de Loire,48.1374387,0.9792482,ANNIE C,2 Rue Jean Moulin,28330,LA BAZOCHE-GOUET,,,,,,mardi : 09h00 - 12h30 et 14h30 - 19h00<br>mercredi : 09h00 - 12h30 et 14h30 - 19h00<br>jeudi : 09h00 - 12h30 et 14h30 - 19h00<br>vendredi : 09h00 - 12h30 et 14h30 - 19h00<br>samedi : 09h00 - 12h30 et 14h30 - 19h00<br>dimanche  09h30 - 12h00,,Dépôt Pressing Blanchisserie   02 37 81 26 87,,,"https://maps.googleapis.com/maps/api/geocode/xml?address=2+r+Jean+Moulin,28330,BAZOCHE+GOUET%&key=AIzaSyDFRIONU_OSk4JDwLelSPm3MHEMtWx777Y",https://maps.googleapis.com/maps/api/js?key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw&callback=initMap
Occitanie,42.7690305,2.8737720,PRESSING DU MARECHAL,30 Rue de la République,66600,RIVESALTES,,,,,,lundi : 07h00 - 12h00 et 15h30 - 19h00<br>mardi : 07h00 - 12h00 et 15h30 - 19h00<br>mercredi : 07h00 - 12h00 et 15h30 - 19h00<br>jeudi : 07h00 - 12h00 et 15h30 - 19h00<br>vendredi : 07h00 - 12h00 et 15h30 - 19h00<br>samedi : 08h00 - 12h00,,Neyrinck Ginesta Jacqueline   04 68 64 05 60,,,"https://maps.googleapis.com/maps/api/geocode/xml?address=30+r+Republique,66600,RiVESALTES%&key=AIzaSyDFRIONU_OSk4JDwLelSPm3MHEMtWx777Y",https://maps.googleapis.com/maps/api/js?key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw&callback=initMap
Pays de la Loire,48.0199242,0.1842506,BIP PRESSING,Avenue Rhin et Danube,72000,LE MANS,,,,,,mardi : 09h15 - 19h00<br>mercredi : 09h15 - 19h00<br>jeudi : 09h15 - 19h00<br>vendredi : 09h15 - 19h00<br>samedi : 09h15 - 18h00,,Corbin Lory Annick  Tél-fax : 02 43 23 18 06,,,"https://maps.googleapis.com/maps/api/geocode/xml?address=av+Rhin+et+Danube,72000,LE+MANS%&key=AIzaSyDFRIONU_OSk4JDwLelSPm3MHEMtWx777Y",https://maps.googleapis.com/maps/api/js?key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw&callback=initMap
Provence-Alpes-Côte d'Azur,43.6710780,7.2114882,ASC SERVICES,2 Boulevard Paul Montel,6200,NICE,,,,,ascservices.fr,,Particuliers - Professionnels,Mobile : 06 03 25 26 39  -   09 72 80 28 37,,Blanchisserie - Entretien des textiles - Lavage - Repassage - Collecte - livraison de linge à domicile - sur le lieu de travail - Formules - Travaux de couture - retouche,"https://maps.googleapis.com/maps/api/geocode/xml?address=2+bd+Paul+Montel+res+l'Olympie,6200,NiCE%&key=AIzaSyDFRIONU_OSk4JDwLelSPm3MHEMtWx777Y",https://maps.googleapis.com/maps/api/js?key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw&callback=initMap
Île-de-France,48.8268814,2.1897060,ESTRELLA PRESSING,11 Rue de Sèvres,92410,VILLE-D'AVRAY,,,,,http://www.estrella-pressing.fr,lundi : 07h00 - 19h00<br>mardi : 07h00 - 19h00<br>mercredi : 07h00 - 19h00<br>jeudi : 07h00 - 19h00<br>vendredi : 07h00 - 19h00<br>samedi : 07h00 - 19h00,particuliers - professionnels,Mobile : 06 62 31 69 50  -   01 41 15 00 93,,blanchisserie - repassage - enlèvement et livraison,"https://maps.googleapis.com/maps/api/geocode/xml?address=11+r+Sevres,92410,ViLLE+D+AVRAY%&key=AIzaSyDFRIONU_OSk4JDwLelSPm3MHEMtWx777Y",https://maps.googleapis.com/maps/api/js?key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw&callback=initMap
Martinique,-60.906412,14.615877,SUN LAVERIE,espace Biobis,97240,FRANÇOIS (LE),,,,,,,, 05 96 56 59 87  -  Mobile : 06 96 31 66 22,,Laverie automatique - Teinturerie - Nettoyage de tapis - Dégraissage - Détachage - Repassage au kilo - Location d'équipements - Déplacement gratuit,"https://maps.googleapis.com/maps/api/geocode/xml?address=espace+Biobis,97240,FRANÇOiS+(LE)%&key=AIzaSyDFRIONU_OSk4JDwLelSPm3MHEMtWx777Y",https://maps.googleapis.com/maps/api/js?key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw&callback=initMap
Nouvelle-Aquitaine,45.3559618,-1.0607697,PRESSING VENDAYS,8 Place de l'Église,33930,VENDAYS-MONTALIVET,15,8,4,,,mardi : 08h30 - 12h30 et 15h30 - 19h00<br>mercredi : 08h30 - 12h30<br>jeudi : 08h30 - 12h30 et 15h30 - 19h00<br>vendredi : 08h30 - 12h30 et 15h30 - 19h00<br>samedi : 08h30 - 12h30 et 15h30 - 18h00,, 05 56 41 55 10  -  Mobile : 06 79 68 38 21,,Pressing - Nettoyage à sec - Repassage - Livraison du linge - Devis gratuit - couture - Retouche - Location de shampouineuse - Relais Colis - Dépot de pressing au magasin Fantaisy - place George Mandel à Soulac - Dépot de pressing au magasin Priscounette à St Vivien de Médoc,"https://maps.googleapis.com/maps/api/geocode/xml?address=8+pl+Eglise,33930,VENDAYS+MONTALiVET%&key=AIzaSyDFRIONU_OSk4JDwLelSPm3MHEMtWx777Y",https://maps.googleapis.com/maps/api/js?key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw&callback=initMap
Reunion,-20.9048025,55.4814117,PRESSING LES OLYMPIADES,25 Rue Leo Lagrange,97490,SAINT DENIS,,,,www.facebook.com/pressing.olympiades.reunion,,lundi : 08h00 - 19h00<br>mardi : 08h00 - 19h00<br>mercredi : 08h00 - 19h00<br>jeudi : 08h00 - 19h00<br>vendredi : 08h00 - 19h00<br>samedi : 08h00 - 12h00,particuliers - professionnels,Mobile : 06 92 76 59 30  -   02 62 68 59 32,,blanchisserie - laverie automatique - atelier de repassage,"https://maps.googleapis.com/maps/api/geocode/xml?address=25+r+Leo+Lagrange+Sainte+Clotilde,97490,SAiNT+DENiS%&key=AIzaSyDFRIONU_OSk4JDwLelSPm3MHEMtWx777Y",https://maps.googleapis.com/maps/api/js?key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw&callback=initMap
Bretagne,48.4789610,-2.6717440,EAU'SMOSE,5 Avenue d'Armorique,22120,YFFINIAC,,,,,,lundi : 09h00 - 12h30 et 14h00 - 18h30<br>mardi : 09h00 - 12h30 et 14h00 - 18h30<br>mercredi : 09h00 - 12h30 et 14h00 - 18h30<br>jeudi : 09h00 - 12h30 et 14h00 - 18h30<br>vendredi : 09h00 - 12h30 et 14h00 - 18h30<br>samedi : 09h00 - 12h00 et 14h00 - 17h00,, 02 96 64 36 83  -  Mobile : 06 25 77 00 01,,,"https://maps.googleapis.com/maps/api/geocode/xml?address=5+av+d'Armorique,22120,YFFiNiAC%&key=AIzaSyDFRIONU_OSk4JDwLelSPm3MHEMtWx777Y",https://maps.googleapis.com/maps/api/js?key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw&callback=initMap
Provence-Alpes-Côte d'Azur,44.5478958,6.0557727,MARTIN TEINTURERIE,15 Rue de la Charmille,5000,GAP,,,,,,lundi : 08h30 - 12h00 et 14h15 - 18h45<br>mardi : 08h30 - 12h00 et 14h15 - 18h45<br>mercredi : 08h30 - 12h00 et 14h15 - 18h45<br>jeudi : 08h30 - 12h00 et 14h15 - 18h45<br>vendredi : 08h30 - 12h00 et 14h15 - 18h45<br>samedi : 08h30 - 12h00 et 14h15 - 17h45,Particuliers - Professionnels - Collectivités, 04 92 51 04 79  -  Mobile : 06 09 36 50 68,,Blanchisserie - Nettoyage - Carte de fidélité - Relais colis,"https://maps.googleapis.com/maps/api/geocode/xml?address=15+r+Charmilles,5000,GAP%&key=AIzaSyDFRIONU_OSk4JDwLelSPm3MHEMtWx777Y",https://maps.googleapis.com/maps/api/js?key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw&callback=initMap
Occitanie,43.5687710,4.1991933,BLEU CAMARGUE,6 Rue du Vieux Bourgidou,30220,AIGUES-MORTES,,,,,,lundi : 14h00 - 19h00<br>mardi : 10h00 - 12h00 et 14h00 - 19h00<br>mercredi : 10h00 - 12h00 et 14h00 - 19h00<br>jeudi : 10h00 - 12h00 et 14h00 - 19h00<br>vendredi : 10h00 - 12h00 et 14h00 - 19h00<br>samedi : 10h00 - 14h00,, 04 66 88 81 31  -  Mobile : 06 17 35 06 18,,,"https://maps.googleapis.com/maps/api/geocode/xml?address=6+r+Vieux+Bourgidou,30220,AiGUES+MORTES%&key=AIzaSyDFRIONU_OSk4JDwLelSPm3MHEMtWx777Y",https://maps.googleapis.com/maps/api/js?key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw&callback=initMap
Île-de-France,48.8387503,2.2593421,PRESSING DES PRINCES,216 Avenue de Versailles,75016,PARIS,,,,,,,, 01 46 51 13 48  -  Mobile : 07 83 03 46 21,,,"https://maps.googleapis.com/maps/api/geocode/xml?address=216+av+de+Versailles,75016,PARiS%&key=AIzaSyDFRIONU_OSk4JDwLelSPm3MHEMtWx777Y",https://maps.googleapis.com/maps/api/js?key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw&callback=initMap
Centre-Val de Loire,47.3797271,0.6912603,REPASS EXPRESS,20 Boulevard Jean Royer,37000,TOURS,,16,,,,lundi : 08h30 - 12h30 et 14h00 - 18h30<br>mardi : 08h30 - 12h30 et 14h00 - 18h30<br>mercredi : 08h30 - 12h00<br>jeudi : 08h30 - 12h30 et 14h00 - 18h30<br>vendredi : 08h30 - 12h30 et 14h00 - 18h30<br>samedi : 09h00 - 12h00,, 02 47 64 51 51  -  Mobile : 06 48 08 42 91,,Repassage - Dépôt pressing - Blanchisserie - Nettoyage cuir - Nettoyage tapis - Repassage à la pièce - Repassage au poids,"https://maps.googleapis.com/maps/api/geocode/xml?address=20+bd+Jean+Royer,37000,TOURS%&key=AIzaSyDFRIONU_OSk4JDwLelSPm3MHEMtWx777Y",https://maps.googleapis.com/maps/api/js?key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw&callback=initMap
Provence-Alpes-Côte d'Azur,44.1748496,5.1329294,LA BUGADIERE CHEZ SANDRINE,1 Rue Capitaine Joseph Jallier,84340,MALAUCÈNE,,,,,www.blanchisserie-labugadiere-vaucluse.fr,,, 04 90 28 87 21  -  Mobile : 07 77 08 67 95,,Livraison de linge dans un rayon de 20 km - Nettoyage écologique de linge - Lavage - Séchage - Repassage,"https://maps.googleapis.com/maps/api/geocode/xml?address=1+r+Capitaine+Jallier,84340,MALAUCENE%&key=AIzaSyDFRIONU_OSk4JDwLelSPm3MHEMtWx777Y",https://maps.googleapis.com/maps/api/js?key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw&callback=initMap
Nouvelle-Aquitaine,44.8206135,-0.5952233,PRESSING N1,166 Cours Marechal Gallieni,33400,TALENCE,,,,,www.pressing-n1.fr,lundi : 08h00 - 22h00<br>mardi : 08h00 - 22h00<br>mercredi : 08h00 - 22h00<br>jeudi : 08h00 - 22h00<br>vendredi : 08h00 - 22h00<br>samedi : 08h00 - 22h00,Particuliers - Professionnels, 09 83 71 00 10  -  Mobile : 06 44 67 24 50,,Pressing écologique - à domicile - Nettoyage de tous types de textiles - rideaux - cuirs - fourrures - Lavage de linge au poids - de couette - Repassage - Accès aux personnes à mobilité réduite,"https://maps.googleapis.com/maps/api/geocode/xml?address=166+cours+Mar+Gallieni,33400,TALENCE%&key=AIzaSyDFRIONU_OSk4JDwLelSPm3MHEMtWx777Y",https://maps.googleapis.com/maps/api/js?key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw&callback=initMap
Île-de-France,48.7671625,2.2801137,LAVE PRESS ,69 Rue Jean Longuet,92290,CHÂTENAY-MALABRY,,,,,,mardi : 09h00 - 12h00 et 15h00 - 18h30<br>mercredi : 09h00 - 12h00 et 15h00 - 18h30<br>jeudi : 09h00 - 12h00 et 15h00 - 18h30<br>vendredi : 09h00 - 12h00 et 15h00 - 18h30<br>samedi : 09h00 - 12h00 et 15h00 - 18h30,, 01 47 02 77 31  -  Mobile : 06 23 69 48 60,,,"https://maps.googleapis.com/maps/api/geocode/xml?address=69+r+Jean+Longuet,92290,CHaTENAY+MALABRY%&key=AIzaSyDFRIONU_OSk4JDwLelSPm3MHEMtWx777Y",https://maps.googleapis.com/maps/api/js?key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw&callback=initMap
Provence-Alpes-Côte d'Azur,43.7048268,7.2698064,ALFA PRESSING BLANCHISSERIE,8 Avenue Notre Dame,6000,NICE,,,,,www.alfapressing.fr,lundi : 07h30 - 19h30<br>mardi : 07h30 - 19h30<br>mercredi : 07h30 - 19h30<br>jeudi : 07h30 - 19h30<br>vendredi : 07h30 - 19h30<br>samedi : 08h00 - 12h00,Particuliers - Professionnels - Collectivités - Chambres d'hôtes, 04 93 55 65 34  -  Mobile : 06 65 18 05 02,,Blanchisserie - Pressing - Nettoyage de tissus et de textiles - Repassage - Nettoyage de tapis - Livraison,"https://maps.googleapis.com/maps/api/geocode/xml?address=8+av+Notre+Dame,6000,NiCE%&key=AIzaSyDFRIONU_OSk4JDwLelSPm3MHEMtWx777Y",https://maps.googleapis.com/maps/api/js?key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw&callback=initMap
Provence-Alpes-Côte d'Azur,43.5544128,7.0160841,PRESSING LAV BEACH,9 Avenue de Grasse,6400,CANNES,,,,,http://www.pressing-laverie-cannes.fr,lundi : 08h30 - 18h00<br>mardi : 08h30 - 18h00<br>mercredi : 08h30 - 18h00<br>jeudi : 08h30 - 18h00<br>vendredi : 08h30 - 18h00<br>samedi : 08h30 - 18h00,Particuliers - Professionnels - Hôtels - Clubs de vacances - Résidences, 04 93 99 53 56  -  Mobile : 06 98 15 96 31,,Nettoyage à sec - de linge - de vêtement - de couette - de rideau - de tapis - Blanchisserie - Location de drap - de linge de lit - de linge de toilette - de linge de maison - Repassage de linge - Aquanettoyage,"https://maps.googleapis.com/maps/api/geocode/xml?address=9+av+Grasse,6400,CANNES%&key=AIzaSyDFRIONU_OSk4JDwLelSPm3MHEMtWx777Y",https://maps.googleapis.com/maps/api/js?key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw&callback=initMap
Île-de-France,48.6803419,2.1999352,LA REPASSERIE DE COURTABOEUF,8 Avenue du Parana,91940,LES ULIS,,,,,www.larepasserie91.fr,lundi : 09h00 - 18h00<br>mardi : 09h00 - 18h00<br>mercredi : 09h00 - 18h00<br>jeudi : 09h00 - 18h00<br>vendredi : 09h00 - 18h00<br>samedi : 09h00 - 13h00,, 01 69 28 95 79  -  Mobile : 06 51 84 35 89,,REPASSAGE AU KILO ET A LA PIECE - ATELIER D'AQUANETTOYAGE DES VETEMENTS ET DU LINGE DE MAISON - ATELIER DE RETOUCHERIE - ATELIER DE COUTURE VETEMENT - ATELIER DE COUTURE AMEUBLEMENT - ADAPTATION DES VETEMENTS AU HANDICAP - ATELIER DE CONFECTION VETEMENT - MONDIAL RELAY - UPS ACCESS POINT - RELAIS COLIS - blanchisserie pour particulier - repassage au kilo - repassage de chemise,"https://maps.googleapis.com/maps/api/geocode/xml?address=8+av+Parana,91940,LES+ULiS%&key=AIzaSyDFRIONU_OSk4JDwLelSPm3MHEMtWx777Y",https://maps.googleapis.com/maps/api/js?key=AIzaSyCmEhv8bh-Cdr1iCJEIuAVIM_2-__0WMdw&callback=initMap
